,sqft_above,sqft_basement,sqft_lot15,lat_log,age_house,bedrooms,bathrooms,floors,yr_renovated,waterfront,view,condition,grade,zipcode,price
1177,-0.747297079132311,-0.6492802129161798,-0.15667227782536278,-0.466166695882322,0.09121705029709401,4.0,2.75,1.0,0.0,0.0,0.0,3.0,9.0,98177.0,749950.0
1178,-0.13115147001692207,2.1960009510965683,1.7706910768755637,-1.1378955196487543,-0.31726082047964094,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98027.0,826000.0
1179,-0.6748093604128536,-0.6492802129161798,-0.1904644280191483,1.2228787093249136,0.3294958082501894,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98024.0,535000.0
1180,-0.2036391887363796,-0.6492802129161798,-0.3598654675899493,-0.8007821132734292,-1.0320970943389272,4.0,2.5,2.0,0.0,0.0,0.0,4.0,10.0,98029.0,925000.0
1181,-0.7593783655855539,0.7164547458099394,-0.23944653497756704,-0.16724026363498432,0.499694921073829,3.0,3.5,2.0,0.0,0.0,0.0,3.0,10.0,98136.0,875000.0
1182,-0.4211023448947522,-0.6492802129161798,-0.15722263857770458,-0.9208317433943164,0.3975754533796452,4.0,2.25,1.0,0.0,0.0,0.0,5.0,9.0,98006.0,902000.0
1183,-0.8922725165712261,0.9213149896188573,-0.17065144093484408,-0.4748351153874657,0.8060533241563802,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98133.0,423000.0
1184,-0.6264842145998818,-0.6492802129161798,-0.3357596666373792,0.5537317324428666,2.201686049310225,3.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98059.0,235000.0
1185,-1.0976543862763557,-0.6492802129161798,-0.35777409673105054,0.8280239695053865,1.6230090657098502,2.0,2.0,1.0,0.0,0.0,2.0,4.0,8.0,98070.0,545000.0
1186,-0.5056713500674527,2.0594274552239566,-0.18165865598167977,1.0237100755601596,0.3294958082501894,2.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98133.0,343000.0
1187,-0.7835409384920399,0.26120975956789966,-0.32108337990826497,-0.1946671021867406,-0.65765904612692,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98058.0,334950.0
1188,-0.771459652038797,-0.6492802129161798,-0.19266587102851543,0.6509469819622069,0.22737634055600567,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98118.0,405000.0
1189,-1.230548537262028,-0.6492802129161798,-0.16885359581052758,1.337869305049384,0.7720135015916523,4.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98188.0,220000.0
1191,0.0742303996882076,-0.6492802129161798,-0.2843926630854794,-1.3333704060376388,-1.100176739468383,3.0,1.0,1.5,0.0,0.0,0.0,3.0,7.0,98119.0,655000.0
1192,-0.602321641693396,0.6026434992494294,-0.15964422588800842,-0.07414971614280494,0.3294958082501894,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98115.0,406000.0
1193,-1.3151175424347283,1.148937482739877,-0.32108337990826497,-0.03302472824809183,1.9634072913571292,6.0,2.5,1.0,0.0,0.0,0.0,3.0,7.0,98125.0,632000.0
1194,-1.3151175424347283,1.148937482739877,-0.32108337990826497,-0.03302472824809183,1.9974471139218573,5.0,2.75,1.0,0.0,0.0,0.0,3.0,7.0,98106.0,357000.0
1195,-1.0010040946504124,-0.6492802129161798,-0.10941463455761495,-1.6376639941591922,0.6358542113327407,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98014.0,361000.0
1196,-0.7593783655855539,0.30673425819210365,-0.19420688113507242,0.06507814208994739,-0.07898206252654556,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98155.0,277000.0
1197,-0.6385655010531248,-0.6492802129161798,-0.4192677381260392,0.4881859073512563,-1.2703758522920225,4.0,3.75,1.0,0.0,0.0,0.0,4.0,10.0,98027.0,630000.0
1198,-0.9889228081971695,-0.6492802129161798,-0.2976013211416822,0.04632535024354414,1.0443320821094757,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98042.0,254000.0
1199,-0.6627280739596106,2.1960009510965683,-0.18041117160970505,0.9014193395598973,0.43161527594437316,3.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98006.0,472800.0
1200,0.1225555455011793,0.7847414937462454,0.059509425694489845,1.5354193885186551,1.0102922595447477,3.0,1.75,1.0,0.0,0.0,0.0,3.0,6.0,98118.0,263000.0
1201,-1.049329240463384,1.262748729300387,-0.2776415711900868,0.8575279172351808,0.7039338564621964,3.0,1.75,1.0,0.0,0.0,0.0,3.0,6.0,98118.0,510000.0
1202,2.901251429747051,-0.6492802129161798,-0.22102779513252868,-0.870926494408329,-1.1342165620331108,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98003.0,179950.0
1203,-1.1097356727295986,0.0335872664468798,-0.3064070931791507,0.7092629121728968,0.6698940338974686,4.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98027.0,525000.0
1204,-0.22780176164286545,-0.6492802129161798,-0.3495186854459238,-1.2573391600511972,-1.066136916903655,3.0,2.5,3.0,0.0,0.0,0.0,3.0,8.0,98109.0,479000.0
1205,0.013823967421993,1.5358957210456108,0.01493020475480537,1.3565516371011512,-0.24918117535018514,3.0,2.0,1.0,0.0,0.0,2.0,5.0,7.0,98116.0,651000.0
1206,0.3641812745660377,-0.6492802129161798,-0.23317242240087072,1.3666109330007645,-0.6236192235621922,4.0,1.75,1.0,0.0,0.0,3.0,4.0,8.0,98033.0,949000.0
1207,0.642050862990625,-0.6492802129161798,-0.30130708354078356,-0.20188505570457346,-0.9299776266447434,5.0,2.5,1.5,1970.0,0.0,0.0,3.0,7.0,98155.0,392400.0
1208,1.6447976386097873,1.5358957210456108,-0.18165865598167977,0.41109951967634883,1.691088710839306,4.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98115.0,585000.0
1209,-1.230548537262028,-0.6492802129161798,0.16815063820675794,-1.8827440250048337,-0.24918117535018514,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98058.0,460000.0
1210,-0.45734620425448097,-0.6492802129161798,0.21515144645674628,0.9560958798004331,-0.3853404656090968,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98199.0,470000.0
1211,1.0528146024008842,1.6269447182940189,-0.0769800408862725,-1.8254463265538619,-0.7938183363858318,3.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98038.0,245000.0
1212,-0.7231345062258252,1.6041824689819169,-0.20330617890712324,1.3098438993587638,-0.010902417397089728,4.0,2.0,2.0,0.0,0.0,0.0,4.0,8.0,98155.0,500000.0
1213,-0.8197847978517686,-0.6492802129161798,-0.15964422588800842,0.886309811555776,0.3975754533796452,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98011.0,455000.0
1214,0.5937257171776532,-0.6492802129161798,-0.2314479587101998,-1.4767894725181352,-0.9299776266447434,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98065.0,485500.0
1215,0.31585612875306607,1.103412984115673,-0.2977847747257961,-0.05106139674355716,-1.440574965115662,5.0,3.25,2.0,0.0,0.0,3.0,3.0,9.0,98122.0,1880000.0
1216,-1.1943046779022992,1.103412984115673,-0.13359381694383066,1.5526547274871103,-0.010902417397089728,2.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98001.0,100000.0
1217,-0.7110532197725823,-0.6492802129161798,-0.029942541919461392,-1.5659133341659612,0.12525687286182194,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98014.0,307000.0
1218,-0.09490761065719329,-0.6492802129161798,-0.20367308607535112,-1.1943546035777344,0.023137405167638184,4.0,3.5,2.0,0.0,0.0,0.0,3.0,10.0,98023.0,475000.0
1219,0.7387011546165683,0.7164547458099394,-0.23449328820649099,0.01458752108638834,0.09121705029709401,4.0,2.5,1.0,0.0,0.0,0.0,3.0,7.0,98011.0,330000.0
1220,1.2219526127462852,-0.6492802129161798,-0.2118551159268323,-1.4862079735707943,-1.066136916903655,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98033.0,130000.0
1221,-0.17947661582989374,-0.6492802129161798,-0.218752970689516,1.146676209643773,-0.6236192235621922,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98001.0,320000.0
1222,-0.6989719333193394,1.2172242306761831,-0.23430983462237706,-0.13476394803261335,-0.28322099791491306,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98118.0,735000.0
1223,0.8957578785087262,-0.6492802129161798,-0.2034896324912372,-1.5108421988092031,-0.8959378040800156,4.0,2.5,1.0,0.0,0.0,0.0,3.0,7.0,98155.0,365000.0
1224,-0.9647602352906837,-0.6492802129161798,-0.19560112837433827,-1.954560982079008,0.3975754533796452,3.0,1.5,1.0,0.0,0.0,0.0,4.0,7.0,98042.0,234000.0
1225,-1.2063859643555421,-0.6492802129161798,-0.03229074779611967,-0.8571857438937378,0.9762524369800197,4.0,2.0,1.5,0.0,0.0,0.0,3.0,7.0,98031.0,211000.0
1226,-1.2063859643555421,-0.6492802129161798,-0.03229074779611967,-0.8571857438937378,1.0102922595447477,6.0,3.5,2.0,0.0,0.0,2.0,3.0,8.0,98118.0,680000.0
1227,-0.38485848553502344,0.10187401438318576,-0.19328961321450278,-1.3254044377234682,-0.4534201107385526,4.0,3.0,2.0,0.0,0.0,0.0,3.0,8.0,98038.0,457000.0
1228,-0.16739532937665083,-0.6492802129161798,-0.0055432152323089835,1.4607229128359474,0.3294958082501894,3.0,2.25,2.0,0.0,0.0,0.0,3.0,7.0,98034.0,349000.0
1229,0.2312871235803656,-0.6492802129161798,0.4362130153140294,1.4061267403815982,1.1124117272389313,3.0,2.75,1.0,0.0,0.0,0.0,3.0,7.0,98108.0,360000.0
1230,-0.5781590687869101,1.6952314662303247,-0.23486019537471886,-0.02941750833231059,-0.07898206252654556,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98042.0,350000.0
1231,1.2098713262930423,-0.6492802129161798,-0.23108105154197192,0.34985032276750894,-0.9640174492094713,3.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,98002.0,208000.0
1232,-0.4694274907077239,2.537434690778098,-0.19879322073792063,-0.359274192712647,0.26141616312073357,2.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98166.0,250275.0
1233,0.062149113234964685,-0.6492802129161798,1.0030478995092438,1.507410115900561,0.5677745662032848,2.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98166.0,435000.0
1234,-0.5298339229739385,-0.6492802129161798,2.97466025869845,-1.8087665164981663,0.15929669542654984,3.0,1.75,1.0,0.0,0.0,0.0,3.0,6.0,98030.0,270000.0
1235,1.4998222011708724,-0.6492802129161798,-0.2872545389976567,0.8510516582461434,-1.1682563845978389,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98028.0,438000.0
1236,0.2312871235803656,-0.6492802129161798,-0.15597515420572985,0.6430267701426307,-1.2363360297272947,4.0,2.0,2.0,1984.0,0.0,0.0,3.0,8.0,98072.0,659000.0
1237,2.297187107084905,-0.6492802129161798,0.03147771804188167,0.19631899264077357,-0.8618979815152876,4.0,2.75,1.0,0.0,0.0,0.0,4.0,7.0,98126.0,645000.0
1238,1.3814255939290918,1.171699732051979,-0.32108337990826497,0.42478902150662146,-1.0320970943389272,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98074.0,685100.0
1239,-0.33653333972205174,-0.6492802129161798,-0.25093072934309896,1.0611079494542108,-1.1682563845978389,7.0,3.0,1.0,0.0,0.0,2.0,3.0,7.0,98056.0,350000.0
1240,-0.8197847978517686,1.3765599758608968,-0.2843926630854794,0.9071751752008916,1.691088710839306,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98072.0,375000.0
1241,-0.8801912301179832,0.9440772389309592,-0.13157582751857744,-0.774029787128959,-0.2151413527854572,3.0,1.5,1.0,0.0,0.0,0.0,2.0,7.0,98092.0,170000.0
1242,-0.6264842145998818,-0.6492802129161798,-0.19193205669205973,-0.3794945445608753,0.43161527594437316,4.0,2.5,3.0,0.0,0.0,0.0,3.0,9.0,98117.0,880000.0
1243,-0.445264917801238,2.0821897045360584,-0.17564137842274294,1.251629971651145,0.19333651799127777,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98014.0,410500.0
1244,-0.11907018356367914,1.490371222421407,-0.09488511069579186,-0.2914002975574228,-0.1811015302207293,4.0,2.5,2.0,0.0,0.0,2.0,3.0,10.0,98075.0,780000.0
1245,-0.5539964958804243,1.490371222421407,-0.15964422588800842,-1.8247211005585466,-0.24918117535018514,5.0,4.5,2.5,0.0,0.0,0.0,3.0,10.0,98112.0,1230000.0
1247,-0.8077035113985257,-0.6492802129161798,-0.4279634380130394,0.9467439314510782,-0.9640174492094713,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98117.0,546000.0
1248,-0.30028948036232295,2.742294934587016,-0.19890329288838898,-1.4014507707554418,-0.2151413527854572,3.0,2.0,1.0,0.0,0.0,0.0,5.0,7.0,98058.0,317000.0
1249,-0.08282632420395038,0.26120975956789966,-0.32108337990826497,0.6055832934883151,2.065526759051313,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98056.0,276900.0
1250,-0.08282632420395038,-0.6492802129161798,-0.18532772766395833,-1.6731824992804147,-0.9980572717741992,5.0,2.0,1.0,0.0,0.0,0.0,3.0,8.0,98133.0,399000.0
1251,0.43666899328549524,-0.6492802129161798,0.9257038684468117,1.1718392840387262,-0.4874599333032805,5.0,2.75,1.0,0.0,0.0,0.0,4.0,8.0,98027.0,495000.0
1252,2.333430966444634,0.8530282416825513,0.21137230262399936,-0.6251225297486848,0.09121705029709401,3.0,1.75,1.0,0.0,0.0,0.0,4.0,8.0,98023.0,258000.0
1253,0.26753098294009436,-0.6492802129161798,-0.09477503854532351,0.04704663042228721,-0.5214997558680085,2.0,2.5,1.0,1989.0,0.0,0.0,4.0,7.0,98024.0,600000.0
1254,0.09839297259469346,2.264287699032874,-0.27888905556206156,-0.06765596926659456,2.167646226745497,3.0,2.75,3.0,0.0,0.0,0.0,3.0,8.0,98103.0,265000.0
1255,-0.022419891937735765,1.0123639868672651,0.39071652645377525,-1.6760821314300571,-0.5214997558680085,5.0,2.75,1.0,0.0,0.0,0.0,4.0,7.0,98032.0,321000.0
1256,-0.11907018356367914,-0.6492802129161798,-0.28145740573965655,0.859686643065438,-1.1342165620331108,5.0,2.25,1.5,0.0,0.0,0.0,4.0,7.0,98109.0,682000.0
1257,0.327937415206309,2.1732387017844665,-0.14698592858414739,-0.3491644636644473,-0.31726082047964094,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98092.0,295700.0
1258,-0.6627280739596106,-0.6492802129161798,-0.4181303259045328,0.9978168515625976,-1.100176739468383,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98052.0,609000.0
1259,0.49707542555170986,-0.6492802129161798,-0.2022054574024397,-1.2855773702821272,-0.7938183363858318,3.0,4.5,2.0,1990.0,1.0,3.0,3.0,9.0,98166.0,995000.0
1260,-0.9768415217439266,0.8075037430583473,-0.32695389459991064,0.9266004076120948,1.4868497754509384,3.0,2.25,2.0,0.0,0.0,0.0,4.0,8.0,98029.0,530000.0
1261,-0.010338605484492842,0.8075037430583473,-0.13230964185503316,-0.3657734615580746,-0.7597785138211038,5.0,2.5,2.0,2004.0,0.0,0.0,5.0,8.0,98118.0,614000.0
1262,-0.31237076681556586,1.9683784579755486,-0.1523060825234513,-1.0604603494349272,0.12525687286182194,3.0,2.5,1.0,0.0,0.0,0.0,3.0,8.0,98092.0,390000.0
1263,2.973739148466509,-0.6492802129161798,0.00256543318552663,0.39957109445628375,-1.1342165620331108,3.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98053.0,467000.0
1265,-0.022419891937735765,0.5571190006252255,-0.2477019462626938,1.4391728299853854,0.9762524369800197,3.0,2.5,3.0,0.0,0.0,0.0,3.0,8.0,98103.0,340000.0
1266,-1.1943046779022992,-0.37613322117095593,-0.42524832496815324,0.23524893008728012,-1.3044156748567506,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98030.0,302495.0
1267,0.6782947223503537,-0.6492802129161798,0.06050007504870506,1.3486476976956112,-0.2151413527854572,3.0,1.75,1.0,0.0,0.0,0.0,5.0,7.0,98117.0,532500.0
1268,1.0165707430411555,-0.6492802129161798,-0.2029392717388954,1.0848391013627516,-1.100176739468383,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98059.0,441500.0
1269,-0.2157204751896225,0.6254057485615314,-0.32108337990826497,0.42983238449332917,-0.3853404656090968,4.0,2.5,1.0,0.0,0.0,3.0,4.0,7.0,98198.0,470000.0
1270,-0.10698889711043622,-0.6492802129161798,-0.31723085464187245,-0.2127122707136243,-1.100176739468383,4.0,3.25,2.0,0.0,0.0,0.0,3.0,9.0,98004.0,2300000.0
1271,0.8232701597892688,-0.6492802129161798,-0.2820444572088211,-0.3318341926311737,-1.1682563845978389,3.0,2.5,1.0,0.0,0.0,0.0,3.0,9.0,98058.0,590000.0
1272,-0.6506467875063677,-0.6492802129161798,0.19992479897529025,1.369484963372133,0.0571772277323661,3.0,1.75,1.0,0.0,0.0,0.0,3.0,8.0,98133.0,320000.0
1273,1.5964724927968157,-0.6492802129161798,-0.011670564941714175,0.4168635870229643,-1.066136916903655,2.0,2.0,2.0,0.0,0.0,0.0,3.0,8.0,98144.0,363000.0
1274,-0.31237076681556586,-0.6492802129161798,-0.1429132590168182,1.2674421389836215,-0.2151413527854572,4.0,2.25,2.0,0.0,0.0,0.0,4.0,9.0,98028.0,747500.0
1275,-1.0010040946504124,-0.6492802129161798,-0.2385292670569974,-0.07847894901111002,1.8612878236629455,2.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98053.0,750000.0
1276,-0.6627280739596106,-0.6492802129161798,0.24211912332149368,-0.7371583781706115,-0.04494223996181764,4.0,3.0,2.0,2011.0,0.0,0.0,4.0,9.0,98112.0,831000.0
1277,0.78702630042954,-0.6492802129161798,-0.12845711658864067,-1.0713146938823763,0.4656550985091011,3.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98065.0,403000.0
1278,-0.2036391887363796,0.9440772389309592,-0.11121247968193144,-0.7769218299303251,0.15929669542654984,3.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98056.0,445000.0
1279,-0.7110532197725823,0.2156852609436957,-0.2021687666856169,-0.870926494408329,-0.31726082047964094,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98072.0,345000.0
1280,1.4188775819341448,-0.6492802129161798,-0.24333575096078233,-1.2783365819847148,-1.2022962071625667,3.0,3.5,1.0,0.0,0.0,0.0,3.0,10.0,98004.0,2260000.0
1281,0.5333192849114387,-0.10298622942573211,-0.09543547144813365,-0.8239209425532077,-0.4534201107385526,3.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,98011.0,371025.0
1282,-0.5056713500674527,-0.6492802129161798,-0.09448151281074123,-0.6222317662458652,0.8400931467211081,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98136.0,355000.0
1283,-1.0010040946504124,-0.6492802129161798,0.5858010678005262,-1.6224429032473902,-0.4534201107385526,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98058.0,270000.0
1284,-1.0976543862763557,-0.08022398011363012,-0.27521998387978297,0.9891853426133211,0.8060533241563802,4.0,2.75,2.0,0.0,0.0,1.0,4.0,7.0,98198.0,425000.0
1286,-1.1943046779022992,0.14739851300738974,-0.2799897770667451,-0.008496380694428297,0.8741329692858361,3.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98058.0,320000.0
1287,0.48499413909846695,-0.6492802129161798,-0.19816947855193326,0.1343103416764599,0.43161527594437316,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98030.0,325000.0
1288,-1.0372479540101411,0.6254057485615314,-0.3181481225624421,-0.18456222236802633,0.499694921073829,3.0,2.25,2.0,0.0,0.0,0.0,3.0,8.0,98058.0,350000.0
1289,-0.5902403552401531,2.3098121976570782,-0.08622610152561447,0.9970975674442174,-1.100176739468383,3.0,1.5,1.0,0.0,0.0,0.0,3.0,6.0,98168.0,170000.0
1290,-0.7110532197725823,0.10187401438318576,-0.11268010835484288,-1.449984384622549,-0.5555395784327364,2.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98070.0,255000.0
1291,-0.9768415217439266,0.9440772389309592,-0.2477019462626938,0.9064557010265946,0.7039338564621964,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98117.0,550000.0
1292,-0.13115147001692207,-0.6492802129161798,-0.16892697724417316,1.251629971651145,0.2954559856854615,4.0,4.25,2.0,0.0,0.0,0.0,3.0,12.0,98092.0,835000.0
1293,0.13463683195442222,-0.6492802129161798,-0.20389323037628782,-1.3239560997195539,-0.5555395784327364,3.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98116.0,420000.0
1294,-0.2640456210025942,-0.6492802129161798,-0.1339607241120585,1.4995096512014552,0.5677745662032848,4.0,2.5,2.5,0.0,0.0,0.0,5.0,8.0,98040.0,925000.0
1295,-0.771459652038797,-0.1485107280499361,1.2582318350117176,0.012423471271870627,1.3847303077567548,2.0,1.5,1.0,0.0,0.0,0.0,3.0,7.0,98126.0,389250.0
1296,-0.5298339229739385,-0.6492802129161798,-0.3128279686231382,1.0848391013627516,-1.100176739468383,3.0,2.5,1.0,0.0,0.0,0.0,3.0,8.0,98033.0,748000.0
1297,1.4756596282643866,-0.6492802129161798,-0.04472890079904398,1.1588985048539227,0.09121705029709401,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98042.0,284000.0
1298,-0.9405976623841978,-0.6492802129161798,-0.16962410086380608,1.311999781074584,-0.2151413527854572,4.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,98115.0,588000.0
1299,0.31585612875306607,-0.6492802129161798,-0.20132488019869282,-1.5275075306735058,-0.9640174492094713,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98133.0,372500.0
1300,-0.747297079132311,0.4888322526889195,-0.3181481225624421,0.9359529050464964,0.12525687286182194,4.0,3.0,2.0,0.0,0.0,0.0,4.0,7.0,98042.0,285000.0
1301,2.478406403883549,-0.6492802129161798,-0.022677779988549848,-1.8834693736609807,-0.691698868691648,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98177.0,360000.0
1302,-0.7110532197725823,1.6724692169182227,-0.1116160775669821,-1.4383936438534537,0.15929669542654984,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98024.0,275000.0
1303,-0.17947661582989374,1.5131334717335088,-0.06534908365344948,1.5490641032692916,-0.24918117535018514,2.0,2.0,1.0,0.0,0.0,0.0,3.0,8.0,98053.0,428000.0
1304,-0.7352157926790681,-0.6492802129161798,-0.037464138868132435,-0.7574010140980372,0.12525687286182194,6.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98177.0,847000.0
1305,1.403171909544929,-0.6492802129161798,-0.29356534229117576,-0.5846540570099601,-1.1682563845978389,3.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98019.0,316000.0
1306,0.43666899328549524,-0.6492802129161798,0.9376650421310398,0.7179014662908304,-0.8278581589505597,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98003.0,375000.0
1307,0.37626256101928063,-0.6492802129161798,-0.13388734267841293,0.37146893497211425,0.43161527594437316,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98115.0,533000.0
1308,-0.8318660843050115,0.6026434992494294,-0.1716420902890593,-1.744955598577877,-0.28322099791491306,5.0,2.5,2.0,0.0,0.0,0.0,3.0,11.0,98023.0,556000.0
1309,-0.4331836313479951,-0.21679747598624205,-0.41016844035398836,0.6473469083464868,-1.1682563845978389,4.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,98042.0,225000.0
1310,-0.046582464844221606,-0.6492802129161798,0.050226674338325096,1.3177487327542734,0.15929669542654984,4.0,2.5,1.0,0.0,0.0,0.0,4.0,8.0,98155.0,537250.0
1311,-0.4935900636142097,-0.6492802129161798,-0.16745934857126174,1.069737649162428,-0.4874599333032805,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98058.0,255000.0
1312,-0.6989719333193394,0.0335872664468798,-0.13484130131580535,1.4190581979956023,0.19333651799127777,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98059.0,530000.0
1314,0.062149113234964685,-0.6492802129161798,1.9295251900014025,-0.9345750432375519,-0.9980572717741992,3.0,2.75,2.0,0.0,0.0,0.0,3.0,9.0,98014.0,595000.0
1315,-1.1580608185425705,-0.6492802129161798,-0.18936370651446474,-0.5889897364902809,0.9762524369800197,4.0,2.0,1.0,0.0,0.0,0.0,4.0,7.0,98008.0,548000.0
1316,-0.4211023448947522,0.1929230116315937,-0.3357596666373792,0.3390405058069495,-1.3044156748567506,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98092.0,234975.0
1317,-1.061410526916627,-0.6492802129161798,-0.19163853095747743,1.007886670885342,0.6358542113327407,3.0,1.75,2.5,0.0,0.0,0.0,3.0,9.0,98102.0,600000.0
1318,0.4004251339257665,-0.6492802129161798,-0.3357596666373792,0.45216638660500624,2.2357258718749526,4.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98072.0,432000.0
1319,0.8715953056022404,-0.6492802129161798,2.0893499524814567,-0.7443877538968159,-0.1811015302207293,3.0,1.5,2.0,0.0,0.0,0.0,3.0,7.0,98034.0,455000.0
1320,-0.22780176164286545,0.4888322526889195,-0.15006794879726137,0.8193881877379935,-0.11302188509127348,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98155.0,279950.0
1321,0.09839297259469346,1.2172242306761831,0.0825145051423764,-1.618818933512166,-0.5214997558680085,3.0,1.5,1.0,0.0,0.0,0.0,4.0,7.0,98030.0,267500.0
1322,-0.23988304809610836,1.262748729300387,-0.11561536570066572,1.5555271998054543,0.09121705029709401,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98038.0,620000.0
1323,0.8015238441734315,-0.6492802129161798,-0.2917308064500365,-0.617895666659909,1.1804913723683872,2.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,98166.0,110000.0
1324,-0.28820819390908003,-0.6492802129161798,-0.2477019462626938,0.8013962775438382,1.7251285334040338,3.0,3.5,2.0,0.0,0.0,0.0,4.0,8.0,98122.0,625000.0
1325,0.3520999881127948,-0.6492802129161798,-0.2621580886908713,0.31453699301653465,-0.9299776266447434,2.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98115.0,389000.0
1326,-0.602321641693396,-0.6492802129161798,-0.25320555378611165,0.1970399575537617,1.8612878236629455,4.0,2.0,2.0,0.0,0.0,0.0,3.0,9.0,98112.0,1200000.0
1327,0.0742303996882076,-0.6492802129161798,-0.40198641050250716,0.36498349434388355,2.3038055170044083,4.0,2.25,2.0,0.0,0.0,0.0,4.0,8.0,98027.0,788500.0
1328,1.9105859405811316,-0.6492802129161798,-0.2756969631984792,-0.13692894010092682,-1.2022962071625667,5.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98033.0,567000.0
1329,1.1373836075735848,-0.6492802129161798,-0.17377015186478087,-0.7024594950166375,-0.5214997558680085,2.0,2.25,1.0,0.0,0.0,2.0,3.0,8.0,98023.0,515000.0
1330,-0.5902403552401531,-0.6492802129161798,-0.19838962285286998,1.23941097956,0.09121705029709401,4.0,2.5,1.0,0.0,0.0,0.0,5.0,8.0,98155.0,605000.0
1331,1.5119034876241153,-0.6492802129161798,-0.12563193139328618,-0.04961842836894162,-0.7597785138211038,4.0,3.75,2.0,1994.0,0.0,0.0,3.0,7.0,98055.0,430000.0
